,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
291,Olinda,BR,-8.0089,-34.8553,80.6,61,20,8.05,few clouds,0.0,0.0
292,Kachiry,KZ,53.0675,76.1036,-5.46,88,100,12.21,overcast clouds,0.0,0.0
293,Ngunguru,NZ,-35.6167,174.5,69.01,76,2,1.01,clear sky,0.0,0.0
294,Naze,JP,28.3667,129.4833,59.85,74,2,7.63,clear sky,0.0,0.0
295,Shache,CN,38.4167,77.2406,21.83,80,0,6.04,clear sky,0.0,0.0
296,Chokwe,MZ,-24.5333,32.9833,82.4,70,53,6.58,broken clouds,0.0,0.0
297,Discovery Bay,US,37.9085,-121.6002,66.0,76,1,6.91,clear sky,0.0,0.0
298,Jumla,NP,29.2747,82.1838,42.22,50,0,2.86,clear sky,0.0,0.0
299,Severo-Kurilsk,RU,50.6789,156.125,26.64,92,100,10.22,overcast clouds,0.0,0.0
300,Wamba,NG,8.9333,8.6,77.16,19,36,2.53,scattered clouds,0.0,0.0
301,Grand Bend,CA,43.3168,-81.7498,39.0,84,100,16.31,overcast clouds,0.0,0.0
302,Adrar,MR,20.5022,-10.0711,62.62,26,100,10.94,overcast clouds,0.0,0.0
303,Hisua,IN,24.8333,85.4167,46.4,93,90,4.54,fog,0.0,0.0
304,Fivizzano,IT,44.2383,10.126,46.0,58,100,4.0,overcast clouds,0.0,0.0
305,Hasaki,JP,35.7333,140.8333,39.2,100,40,2.3,fog,0.0,0.0
306,Banda Aceh,ID,5.5577,95.3222,78.73,79,69,2.57,broken clouds,0.0,0.0
307,Terre Haute,US,39.4667,-87.4139,37.4,65,75,12.66,light rain,0.45,0.0
308,Geraldton,AU,-28.7667,114.6,82.4,36,0,24.16,clear sky,0.0,0.0
309,Roebourne,AU,-20.7833,117.1333,87.19,75,98,13.2,overcast clouds,0.0,0.0
310,Anchorage,US,61.2181,-149.9003,32.0,80,90,4.61,light snow,0.0,0.0
311,Pavlovsk,RU,50.4578,40.1081,15.24,96,100,5.59,overcast clouds,0.0,0.0
312,Olga,RU,43.7444,135.2892,12.92,89,100,11.7,overcast clouds,0.0,0.0
313,Duluth,US,46.7833,-92.1066,37.0,93,90,14.97,light intensity drizzle,0.0,0.0
314,Whitianga,NZ,-36.8333,175.7,66.51,69,14,3.02,few clouds,0.0,0.0
315,Gainesville,US,29.6516,-82.3248,69.8,60,75,16.11,light rain,0.18,0.0
316,Bumba,CD,2.1833,22.4667,78.71,49,22,3.06,few clouds,0.0,0.0
317,Amanganj,IN,24.4333,80.0333,52.75,42,0,2.86,clear sky,0.0,0.0
318,Eureka,US,40.8021,-124.1637,55.0,95,94,1.99,overcast clouds,0.0,0.0
319,Marystown,CA,47.1666,-55.1483,33.55,89,100,18.21,overcast clouds,0.0,0.0
320,Zhigansk,RU,66.7697,123.3711,-41.24,79,87,4.72,overcast clouds,0.0,0.0
321,Mandalgovi,MN,45.7625,106.2708,-9.98,82,0,11.05,clear sky,0.0,0.0
322,Iqaluit,CA,63.7506,-68.5145,10.4,79,90,18.41,snow,0.0,0.0
323,Rorvik,NO,64.8621,11.2373,32.0,100,75,6.91,broken clouds,0.0,0.0
324,Magadan,RU,59.5667,150.8,-17.81,74,21,7.2,few clouds,0.0,0.0
325,Lavrentiya,RU,65.5833,-171.0,5.72,92,100,7.61,overcast clouds,0.0,0.0
326,Mokhsogollokh,RU,61.4681,128.9203,-38.87,81,100,2.89,overcast clouds,0.0,0.0
327,Gazli,UZ,40.1333,63.45,49.93,45,99,19.75,overcast clouds,0.0,0.0
328,Jutai,BR,-5.1833,-68.9,84.42,79,97,1.59,overcast clouds,0.0,0.0
329,Salalah,OM,17.0151,54.0924,71.6,40,0,4.61,clear sky,0.0,0.0
330,Nsanje,MW,-16.92,35.262,79.09,85,95,1.48,light rain,0.63,0.0
331,Coihaique,CL,-45.5752,-72.0662,62.6,59,90,4.61,light rain,0.68,0.0
332,Chernyshevskiy,RU,63.0128,112.4714,-43.11,81,100,1.48,overcast clouds,0.0,0.0
333,Khilok,RU,51.3674,110.4676,0.34,87,100,13.53,overcast clouds,0.0,0.0
334,Cervo,ES,43.6702,-7.4101,44.01,89,47,1.01,scattered clouds,0.0,0.0
335,Northam,GB,51.0333,-4.2167,42.01,87,100,7.0,overcast clouds,0.0,0.0
336,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,86,75,2.3,broken clouds,0.0,0.0
337,Sioux Lookout,CA,50.1001,-91.917,30.2,80,90,5.75,light snow,0.0,0.0
338,Xuddur,SO,4.1213,43.8894,77.25,43,0,8.79,clear sky,0.0,0.0
339,Axim,GH,4.8699,-2.2405,79.36,81,100,8.63,overcast clouds,0.0,0.0
340,Merauke,ID,-8.4667,140.3333,78.71,88,100,13.0,overcast clouds,0.0,0.0
341,Magburaka,SL,8.7167,-11.95,78.06,42,62,2.84,broken clouds,0.0,0.0
342,Basco,PH,20.4487,121.9702,73.17,74,48,22.19,scattered clouds,0.0,0.0
343,Oranjemund,NA,-28.55,16.4333,64.72,78,0,5.82,clear sky,0.0,0.0
344,Tlaxco,MX,19.6167,-98.1167,69.8,35,75,5.75,broken clouds,0.0,0.0
345,Harper,LR,4.375,-7.7169,78.28,84,16,6.89,light rain,0.24,0.0
346,Kalmunai,LK,7.4167,81.8167,75.63,89,96,6.17,overcast clouds,0.0,0.0
347,Stornoway,GB,58.2093,-6.3865,42.8,81,75,31.07,heavy intensity rain,4.21,0.0
348,Pinega,RU,64.7001,43.3936,-16.19,84,0,2.84,clear sky,0.0,0.0
349,Ozark,US,37.0209,-93.206,33.01,85,100,8.01,light snow,0.0,0.39
350,Paysandu,UY,-32.3214,-58.0756,71.01,97,100,1.01,moderate rain,2.51,0.0
351,Ceica,RO,46.85,22.1833,25.0,80,75,9.22,broken clouds,0.0,0.0
352,Kaniama,CD,-7.5667,24.1833,63.3,96,98,1.88,overcast clouds,0.0,0.0
353,Jishui,CN,33.7333,115.4,31.77,94,0,9.08,clear sky,0.0,0.0
354,Fukue,JP,32.6881,128.8419,54.73,82,56,18.97,broken clouds,0.0,0.0
355,Hovd,MN,48.0056,91.6419,-3.75,67,0,2.21,clear sky,0.0,0.0
356,Southbridge,US,42.0751,-72.0334,39.99,69,100,1.99,overcast clouds,0.0,0.0
357,Auki,SB,-8.7676,160.7034,78.58,82,77,4.88,light rain,0.17,0.0
358,Iquitos,PE,-3.7481,-73.2472,86.0,70,75,8.05,broken clouds,0.0,0.0
359,Kizema,RU,61.113,44.8302,-10.91,90,37,3.56,scattered clouds,0.0,0.0
360,Bintulu,MY,3.1667,113.0333,75.2,100,40,4.61,light rain,0.96,0.0
361,Majene,ID,-3.5403,118.9707,76.46,88,100,10.02,moderate rain,3.5792,0.0
362,Zvishavane,ZW,-20.3267,30.0665,70.97,86,100,3.65,overcast clouds,0.0,0.0
363,Favara,IT,37.3175,13.6623,45.0,1,38,7.0,scattered clouds,0.0,0.0
364,Komsomolskiy,UZ,40.4272,71.7189,33.8,69,0,6.91,clear sky,0.0,0.0
365,Te Anau,NZ,-45.4167,167.7167,55.06,77,62,1.99,broken clouds,0.0,0.0
366,Alofi,NU,-19.0595,-169.9187,82.4,83,75,8.05,broken clouds,0.0,0.0
367,Kahului,US,20.8947,-156.47,80.6,61,20,8.05,few clouds,0.0,0.0
368,Virginia Beach,US,36.8529,-75.978,60.8,36,1,17.27,clear sky,0.0,0.0
369,Srandakan,ID,-7.9386,110.2506,76.75,79,100,3.69,overcast clouds,0.0,0.0
370,Taseyevo,RU,57.2169,94.8978,-4.92,89,100,7.23,overcast clouds,0.0,0.0
371,Keetmanshoop,NA,-26.5833,18.1333,75.72,45,24,17.27,few clouds,0.0,0.0
372,Beringovskiy,RU,63.05,179.3167,-12.77,89,35,9.89,scattered clouds,0.0,0.0
373,Lannion,FR,48.75,-3.4167,39.2,93,0,8.05,clear sky,0.0,0.0
374,Tygda,RU,53.1167,126.3333,-27.99,85,3,1.01,clear sky,0.0,0.0
375,Yerbogachen,RU,61.2767,108.0108,-37.01,81,100,6.08,overcast clouds,0.0,0.0
376,Rafai,CF,4.95,23.9167,74.19,32,100,1.68,overcast clouds,0.0,0.0
377,Sale,MA,34.0389,-6.8166,48.99,100,20,1.81,few clouds,0.0,0.0
378,Yatou,CN,37.15,122.3833,22.73,90,0,19.13,clear sky,0.0,0.0
379,Baiquan,CN,47.5833,126.0833,-16.53,85,0,2.64,clear sky,0.0,0.0
380,Aklavik,CA,68.2191,-135.0107,-11.2,77,100,13.8,overcast clouds,0.0,0.0
381,Palestine,PS,31.9216,35.2033,54.0,87,40,6.91,scattered clouds,0.0,0.0
382,Phoenix,US,33.4484,-112.074,73.99,2,0,1.99,clear sky,0.0,0.0
383,Shibetsu,JP,43.659,145.132,29.62,98,100,15.01,light snow,0.0,0.3366
384,Chateaubelair,VC,13.2833,-61.25,80.6,78,75,12.66,light rain,0.49,0.0
385,Ostrovnoy,RU,68.0531,39.5131,15.35,94,87,1.32,overcast clouds,0.0,0.0
386,Marienburg,PL,54.0359,19.0266,27.0,100,90,8.7,overcast clouds,0.0,0.0
387,Carutapera,BR,-1.195,-46.02,83.37,66,98,9.8,overcast clouds,0.0,0.0
388,Kingaroy,AU,-26.5333,151.8333,71.01,88,90,4.61,overcast clouds,0.0,0.0
389,Touros,BR,-5.1989,-35.4608,82.4,65,40,10.36,scattered clouds,0.0,0.0
390,Kazanskoye,RU,55.6448,69.235,10.06,92,100,15.37,overcast clouds,0.0,0.0
391,Chiredzi,ZW,-21.05,31.6667,73.98,85,89,4.16,overcast clouds,0.0,0.0
392,Qui Nhon,VN,13.7667,109.2333,65.39,85,44,6.06,scattered clouds,0.0,0.0
393,Chimore,BO,-16.9833,-65.1333,90.3,57,93,2.73,light rain,0.47,0.0
394,Lang Son,VN,21.8333,106.7333,54.45,92,91,0.45,overcast clouds,0.0,0.0
395,Montrose,US,38.4166,-108.2673,37.99,34,1,3.24,clear sky,0.0,0.0
396,Nianzishan,CN,47.5167,122.8833,-9.47,82,0,5.06,clear sky,0.0,0.0
397,Porto Novo,BJ,6.4965,2.6036,82.4,83,20,12.66,few clouds,0.0,0.0
398,Otradnoye,RU,59.7775,30.8181,8.01,85,75,2.24,snow,0.0,0.82
399,Yaan,NG,7.3833,8.5667,81.37,15,78,2.08,broken clouds,0.0,0.0
400,Miraflores,MX,19.2167,-98.8083,71.6,26,75,9.22,broken clouds,0.0,0.0
401,Togur,RU,58.3631,82.8265,-0.65,93,100,10.42,light snow,0.0,0.19
402,Padang,ID,-0.9492,100.3543,76.33,69,62,4.5,moderate rain,3.158,0.0
403,Camopi,GF,3.1655,-52.3158,77.7,94,100,3.74,overcast clouds,0.0,0.0
404,Puerto Leguizamo,CO,-0.1934,-74.7819,91.54,44,17,3.78,few clouds,0.0,0.0
405,Gweta,BW,-20.1833,25.2333,78.49,66,100,10.2,light rain,0.8,0.0
406,Nyurba,RU,63.2842,118.3319,-30.68,83,100,6.93,overcast clouds,0.0,0.0
407,Pangnirtung,CA,66.1451,-65.7125,-0.4,71,90,5.75,light snow,0.0,0.0
408,Santa Rosa,PH,14.3122,121.1114,78.01,83,40,2.3,scattered clouds,0.0,0.0
409,Rio Gallegos,AR,-51.6226,-69.2181,64.4,45,0,20.71,clear sky,0.0,0.0
410,Havoysund,NO,70.9963,24.6622,35.6,87,75,13.8,broken clouds,0.0,0.0
411,Bose,IT,45.4612,8.0137,36.0,81,17,1.01,few clouds,0.0,0.0
412,Jinchang,CN,38.4953,102.1739,13.66,88,94,4.65,overcast clouds,0.0,0.0
413,Voznesenye,RU,61.0106,35.4781,-3.12,91,100,5.32,overcast clouds,0.0,0.0
414,Verkhoyansk,RU,67.5447,133.385,-33.45,81,100,1.59,overcast clouds,0.0,0.0
415,Longyearbyen,SJ,78.2186,15.6401,23.0,86,75,2.3,broken clouds,0.0,0.0
416,Baiyin,CN,36.5583,104.2081,23.0,78,0,4.47,clear sky,0.0,0.0
417,Darhan,MN,49.4867,105.9228,-8.25,84,97,6.22,overcast clouds,0.0,0.0
418,College,US,64.8569,-147.8028,17.6,67,90,6.91,overcast clouds,0.0,0.0
419,Palmital,BR,-22.7889,-50.2175,82.13,69,82,6.13,broken clouds,0.0,0.0
420,Waingapu,ID,-9.6567,120.2641,79.83,78,100,5.03,moderate rain,1.1920000000000002,0.0
421,Manggar,ID,-2.8833,108.2667,77.94,81,100,6.71,overcast clouds,0.0,0.0
422,Henties Bay,NA,-22.116,14.2845,71.01,80,42,2.66,scattered clouds,0.0,0.0
423,Airai,TL,-8.9266,125.4092,62.67,100,100,1.16,light rain,0.7438,0.0
424,Kon Tum,VN,14.35,108.0,55.69,91,0,2.33,clear sky,0.0,0.0
425,Osorno,CL,-40.5667,-73.15,66.2,52,75,14.97,light rain,0.6,0.0
426,Novokayakent,RU,42.3937,47.9861,41.0,81,40,11.18,scattered clouds,0.0,0.0
427,Akdepe,TM,42.0551,59.3788,44.6,70,0,6.91,clear sky,0.0,0.0
428,Boksitogorsk,RU,59.474,33.8485,-7.47,89,97,3.58,overcast clouds,0.0,0.0
429,Pitimbu,BR,-7.4706,-34.8086,82.4,74,40,13.8,scattered clouds,0.0,0.0
430,Kalulushi,ZM,-12.8378,28.0919,66.99,86,100,4.0,overcast clouds,0.0,0.0
431,Fairbanks,US,64.8378,-147.7164,17.6,73,90,4.76,overcast clouds,0.0,0.0
432,Yenagoa,NG,4.9247,6.2642,77.45,87,45,4.92,scattered clouds,0.0,0.0
433,Port Macquarie,AU,-31.4333,152.9167,62.01,99,0,14.76,clear sky,0.0,0.0
434,Westport,US,41.1415,-73.3579,42.01,100,100,12.8,overcast clouds,0.0,0.0
435,Mvuma,ZW,-19.2792,30.5283,65.89,88,100,7.34,light rain,0.35,0.0
436,Victoria Point,AU,-27.5833,153.3,77.0,79,2,5.01,clear sky,0.0,0.0
437,Kayes,ML,14.0,-11.0,80.64,14,100,8.48,overcast clouds,0.0,0.0
438,Chadan,RU,51.2833,91.5833,-15.56,82,100,0.72,overcast clouds,0.0,0.0
439,Ayan,RU,56.45,138.1667,-14.35,78,0,6.02,clear sky,0.0,0.0
440,Sao Mateus,BR,-18.7161,-39.8589,80.53,70,0,9.73,clear sky,0.0,0.0
441,Alvaraes,BR,-3.2208,-64.8042,84.2,79,20,8.05,few clouds,0.0,0.0
442,Hirara,JP,24.8,125.2833,68.59,76,14,22.39,few clouds,0.0,0.0
443,Omsukchan,RU,62.5333,155.8,-34.53,79,100,2.01,overcast clouds,0.0,0.0
444,Sibolga,ID,1.7427,98.7792,76.12,82,5,2.93,clear sky,0.0,0.0
445,Kuah,MY,6.3265,99.8432,80.6,78,20,5.75,few clouds,0.0,0.0
446,Kodiak,US,57.79,-152.4072,32.0,86,1,3.44,clear sky,0.0,0.0
447,Meulaboh,ID,4.1363,96.1285,76.66,85,78,4.63,broken clouds,0.0,0.0
448,Kiama,AU,-34.6833,150.8667,59.0,60,0,7.0,clear sky,0.0,0.0
449,Muroto,JP,33.2833,134.15,57.83,65,9,8.5,clear sky,0.0,0.0
450,Alcantara,BR,-2.4089,-44.4147,84.2,74,40,11.5,heavy intensity rain,7.35,0.0
451,Itarema,BR,-2.9248,-39.9167,82.65,71,13,16.11,few clouds,0.0,0.0
452,Baherden,TM,38.4362,57.4316,51.46,39,0,7.63,clear sky,0.0,0.0
453,Damietta,EG,31.4165,31.8133,59.0,77,0,3.44,clear sky,0.0,0.0
454,Dudinka,RU,69.4058,86.1778,-40.81,79,13,5.59,few clouds,0.0,0.0
455,Pala,TD,9.3642,14.9046,75.04,19,91,4.32,overcast clouds,0.0,0.0
456,Alyangula,AU,-13.8483,136.4192,75.2,100,44,4.45,scattered clouds,0.0,0.0
457,Ilulissat,GL,69.2167,-51.1,12.2,67,20,13.8,few clouds,0.0,0.0
458,Bushehr,IR,28.9684,50.8385,62.6,72,40,6.91,scattered clouds,0.0,0.0
459,Matara,LK,5.9485,80.5353,75.04,83,77,4.41,broken clouds,0.0,0.0
460,Chengde,CN,40.9725,117.9361,3.99,75,0,5.37,clear sky,0.0,0.0
461,Rawlins,US,41.7911,-107.2387,32.0,43,1,26.46,clear sky,0.0,0.0
462,La Orilla,MX,17.9833,-102.2333,83.26,54,94,6.55,overcast clouds,0.0,0.0
463,Pochutla,MX,15.7432,-96.4661,84.0,65,75,6.91,broken clouds,0.0,0.0
464,Townsville,AU,-19.25,146.8,73.4,94,100,4.9,overcast clouds,0.0,0.0
465,Flin Flon,CA,54.7682,-101.865,3.2,78,90,3.44,overcast clouds,0.0,0.0
466,Fort Walton Beach,US,30.4058,-86.6188,61.0,44,1,5.75,clear sky,0.0,0.0
467,Conde,BR,-7.2597,-34.9075,82.4,74,40,13.8,scattered clouds,0.0,0.0
468,Mahanje,TZ,-9.9333,35.3333,64.85,94,76,2.95,light rain,0.23,0.0
469,Wajima,JP,37.4,136.9,51.73,81,100,30.2,light rain,0.316,0.0
470,Amargosa,BR,-13.0303,-39.6047,73.8,86,100,8.32,light rain,0.97,0.0
471,Lamu,KE,-2.2717,40.902,78.8,83,1,4.61,haze,0.0,0.0
472,Ouadda,CF,8.0777,22.4007,71.35,24,2,5.53,clear sky,0.0,0.0
473,Sampit,ID,-2.5333,112.95,71.33,95,100,2.39,light rain,0.1264,0.0
474,Gat,IL,31.61,34.7642,54.0,100,0,3.0,clear sky,0.0,0.0
475,Wajir,KE,1.7471,40.0573,87.04,31,19,8.95,few clouds,0.0,0.0
476,Saint George,US,37.1041,-113.5841,60.01,19,1,0.67,clear sky,0.0,0.0
477,Ust-Koksa,RU,50.2696,85.6108,-4.67,76,52,1.32,broken clouds,0.0,0.0
478,Taoudenni,ML,22.6783,-3.9836,59.77,25,100,10.45,overcast clouds,0.0,0.0
479,Yulara,AU,-25.2406,130.9889,66.2,55,90,13.8,overcast clouds,0.0,0.0
480,Winnemucca,US,40.973,-117.7357,50.0,46,1,4.61,clear sky,0.0,0.0
481,Abrau-Dyurso,RU,44.69,37.59,33.01,93,85,4.47,snow,0.0,0.9
482,Najran,SA,17.4924,44.1277,59.0,36,0,0.49,clear sky,0.0,0.0
483,Omboue,GA,-1.5746,9.2618,77.7,85,30,5.23,scattered clouds,0.0,0.0
484,Kindersley,CA,51.4668,-109.1682,19.4,73,75,6.91,broken clouds,0.0,0.0
485,Tateyama,JP,34.9833,139.8667,53.01,100,75,5.75,mist,0.0,0.0
486,Williston,US,48.147,-103.618,26.01,75,97,1.01,overcast clouds,0.0,0.0
487,Tonj,SS,7.2737,28.6822,78.08,22,4,4.03,clear sky,0.0,0.0
488,Slobozia,MD,46.7281,29.7078,23.0,63,0,8.05,clear sky,0.0,0.0
489,Kailua,US,21.4022,-157.7394,80.6,78,40,3.44,scattered clouds,0.0,0.0
490,Maniitsoq,GL,65.4167,-52.9,18.63,87,95,7.81,overcast clouds,0.0,0.0
491,Mumford,GH,5.2618,-0.759,79.7,82,0,10.04,light rain,0.12,0.0
492,Belmonte,BR,-15.8631,-38.8828,77.0,94,90,2.3,light rain,0.31,0.0
493,Mitsamiouli,KM,-11.3847,43.2844,80.73,76,26,6.85,scattered clouds,0.0,0.0
494,Punta Alta,AR,-38.8759,-62.0736,90.25,18,0,14.67,clear sky,0.0,0.0
495,Iskilip,TR,40.7353,34.4739,30.34,95,55,1.66,broken clouds,0.0,0.0
496,Fram,PY,-26.9833,-55.8833,93.2,48,75,6.91,broken clouds,0.0,0.0
497,Poso,ID,-1.3959,120.7524,77.65,82,100,4.38,light rain,0.3,0.0
498,Nikolayevsk-Na-Amure,RU,53.1406,140.73,-17.5,85,2,3.04,clear sky,0.0,0.0
499,Velsk,RU,61.0701,42.0983,-15.56,88,62,3.6,broken clouds,0.0,0.0
500,Lakselv,NO,70.0513,24.9718,35.6,69,75,17.27,broken clouds,0.0,0.0
501,Amga,RU,60.8953,131.9608,-37.12,81,99,1.3,overcast clouds,0.0,0.0
502,Onguday,RU,50.75,86.15,-3.57,78,82,3.6,broken clouds,0.0,0.0
503,Maroantsetra,MG,-15.4333,49.7333,79.66,83,60,2.24,light rain,0.18,0.0
504,Hualmay,PE,-11.0964,-77.6139,74.1,73,100,8.52,overcast clouds,0.0,0.0
505,Arinos,BR,-15.9169,-46.1056,81.23,74,52,3.78,broken clouds,0.0,0.0
506,Haicheng,CN,40.8516,122.7475,1.54,86,0,6.02,clear sky,0.0,0.0
507,Margate,GB,51.3813,1.3862,37.0,81,89,1.01,overcast clouds,0.0,0.0
508,Chalchihuites,MX,23.4833,-103.8833,64.9,21,1,0.51,clear sky,0.0,0.0
509,Antsohihy,MG,-14.8796,47.9875,77.41,91,100,1.05,moderate rain,2.45,0.0
510,Blythe,US,33.6103,-114.5964,78.8,10,1,21.85,clear sky,0.0,0.0
511,Mabaruma,GY,8.2,-59.7833,82.18,63,84,7.0,broken clouds,0.0,0.0
512,Dhidhdhoo,MV,6.8833,73.1,81.03,79,99,11.3,overcast clouds,0.0,0.0
513,Asau,RO,46.4333,26.4,21.0,63,100,2.08,light snow,0.0,0.19
514,Varna,BG,43.2167,27.9167,28.4,86,0,4.61,clear sky,0.0,0.0
515,Krasnaya Gora,RU,52.9995,31.6023,1.4,85,0,6.71,clear sky,0.0,0.0
516,Danjiangkou,CN,32.5428,111.5086,39.56,65,100,1.05,overcast clouds,0.0,0.0
517,Santa Barbara,US,34.7333,-120.0343,82.0,24,1,5.12,clear sky,0.0,0.0
518,Poum,NC,-20.2333,164.0167,81.68,79,100,3.65,light rain,0.5348,0.0
519,Kozhevnikovo,RU,56.2589,83.9714,-5.82,91,100,8.46,overcast clouds,0.0,0.0
520,Masuguru,TZ,-11.3667,38.4167,75.6,85,53,4.34,broken clouds,0.0,0.0
521,Talara,PE,-4.5772,-81.2719,82.4,61,0,17.27,clear sky,0.0,0.0
522,Kenai,US,60.5544,-151.2583,32.0,74,40,8.05,scattered clouds,0.0,0.0
523,Los Arabos,CU,22.7281,-80.7214,78.4,73,100,4.32,heavy intensity rain,4.211,0.0
524,Sasovo,RU,54.3537,41.9199,11.28,96,100,9.1,snow,0.0,0.999
525,Ulcinj,ME,41.9294,19.2244,41.0,32,20,14.97,few clouds,0.0,0.0
526,Bandar-E Lengeh,IR,26.5579,54.8807,64.6,67,0,9.84,clear sky,0.0,0.0
527,Patti,IN,31.2808,74.8572,46.4,100,90,3.94,fog,0.0,0.0
528,Bay Roberts,CA,47.5999,-53.2648,32.0,90,100,5.99,light snow,0.0,0.39
529,Tabuk,PH,17.4189,121.4443,68.58,84,98,6.51,overcast clouds,0.0,0.0
530,Mount Gambier,AU,-37.8333,140.7667,53.6,66,90,8.05,overcast clouds,0.0,0.0
531,Lichtenburg,ZA,-26.152,26.1597,69.84,63,22,3.98,few clouds,0.0,0.0
532,Kutum,SD,14.2,24.6667,57.72,34,0,8.66,clear sky,0.0,0.0
533,Catia La Mar,VE,10.6038,-67.0303,86.0,70,20,2.3,few clouds,0.0,0.0
534,Hofn,IS,64.2539,-15.2082,39.2,87,90,17.27,light rain,1.0,0.0
535,Baoro,CF,5.6667,15.9667,71.42,23,0,2.8,clear sky,0.0,0.0
536,Fare,PF,-16.7,-151.0167,81.1,74,100,11.54,light rain,0.11,0.0
537,Bodmin,GB,50.4715,-4.7243,44.6,93,20,17.27,few clouds,0.0,0.0
538,Uyemskiy,RU,64.4743,40.8524,-29.2,75,40,3.69,scattered clouds,0.0,0.0
539,Antalaha,MG,-14.9003,50.2788,77.79,86,7,4.21,light rain,0.71,0.0
540,Iralaya,HN,15.0,-83.2333,81.23,75,9,7.74,clear sky,0.0,0.0
541,San Vicente,AR,-26.6167,-54.1333,80.46,66,94,3.09,overcast clouds,0.0,0.0
542,Atambua,ID,-9.1061,124.8925,74.75,87,100,1.54,overcast clouds,0.0,0.0
543,Sterlibashevo,RU,53.4376,55.2578,15.62,95,100,12.57,light snow,0.0,0.4832
544,Lancaster,US,40.2504,-76.2499,48.2,71,75,14.97,broken clouds,0.0,0.0
545,Never,FR,46.9896,3.159,33.01,87,100,6.64,overcast clouds,0.0,0.0
546,Pizarro,CO,4.9533,-77.366,78.1,87,100,7.76,light rain,0.56,0.0
547,Plettenberg Bay,ZA,-34.0527,23.3716,68.9,72,100,9.73,overcast clouds,0.0,0.0
548,Karratha,AU,-20.7377,116.8463,86.92,73,30,17.83,scattered clouds,0.0,0.0
549,Gushikawa,JP,26.3544,127.8686,60.8,87,1,5.75,clear sky,0.0,0.0
550,Tessalit,ML,20.1986,1.0114,63.66,23,91,10.47,overcast clouds,0.0,0.0
551,Husavik,IS,66.0449,-17.3389,35.6,80,75,4.61,broken clouds,0.0,0.0
552,Jijiga,ET,9.35,42.8,63.28,45,0,8.08,clear sky,0.0,0.0
553,Ladispoli,IT,41.9537,12.0735,46.99,61,0,9.22,clear sky,0.0,0.0
554,Steubenville,US,40.3698,-80.634,35.01,93,90,10.36,snow,0.0,0.87
555,Shakawe,BW,-18.3667,21.85,70.81,88,97,6.29,light rain,0.72,0.0
556,Torrelavega,ES,43.3494,-4.0479,46.99,91,62,1.01,broken clouds,0.0,0.0
557,La Macarena,CO,2.1837,-73.7849,89.64,43,21,6.42,few clouds,0.0,0.0
558,Palanga,LT,55.9175,21.0686,14.0,85,0,5.75,clear sky,0.0,0.0
559,Sindou,BF,10.6667,-5.1667,77.14,16,32,6.15,scattered clouds,0.0,0.0
560,Pemangkat,ID,1.1667,108.9667,76.57,87,100,5.57,heavy intensity rain,5.615,0.0
561,Phek,IN,25.6667,94.5,41.54,100,23,1.41,few clouds,0.0,0.0
562,Lilongwe,MW,-13.9669,33.7873,71.33,77,100,2.26,light rain,0.2,0.0
563,Udachnyy,RU,66.4167,112.4,-35.43,80,100,6.6,overcast clouds,0.0,0.0
564,Cadereyta,MX,25.5833,-99.9833,62.6,23,20,8.05,few clouds,0.0,0.0
565,Ponta Delgada,PT,37.7333,-25.6667,62.01,88,40,17.27,scattered clouds,0.0,0.0
566,Riyadh,SA,24.6877,46.7219,62.6,45,2,9.22,haze,0.0,0.0
567,Madingou,CG,-4.1536,13.55,73.71,87,67,0.83,light rain,0.69,0.0
568,Todos Santos,MX,23.45,-110.2167,73.0,57,0,3.0,clear sky,0.0,0.0
569,Funtua,NG,11.5233,7.3081,67.82,23,0,9.93,clear sky,0.0,0.0
570,Gornopravdinsk,RU,60.05,69.9,9.36,95,100,9.37,overcast clouds,0.0,0.1
571,Tromso,NO,69.6496,18.957,33.8,93,75,4.61,light snow,0.0,0.37
572,Barberton,ZA,-25.7884,31.0532,82.99,69,63,9.22,broken clouds,0.0,0.0
573,Florianopolis,BR,-27.6146,-48.5012,82.4,69,40,11.5,scattered clouds,0.0,0.0
574,Lorengau,PG,-2.0226,147.2712,82.44,78,95,8.12,light rain,0.12,0.0
575,Burlington,US,39.8835,-74.6413,53.01,76,90,13.8,overcast clouds,0.0,0.0
576,Alice Springs,AU,-23.7,133.8833,73.4,25,0,14.97,clear sky,0.0,0.0
577,Porto Walter,BR,-8.2686,-72.7439,84.9,80,30,3.11,moderate rain,1.3,0.0
578,Port Blair,IN,11.6667,92.75,77.13,80,97,9.48,overcast clouds,0.0,0.0
579,Anadyr,RU,64.75,177.4833,-5.01,77,40,8.95,light snow,0.0,0.0
580,Kismayo,SO,-0.3582,42.5454,77.49,83,0,13.58,clear sky,0.0,0.0
581,Kavaratti,IN,10.5669,72.642,81.36,76,96,4.61,moderate rain,1.18,0.0
582,Viedma,AR,-40.8135,-62.9967,84.0,27,28,1.01,scattered clouds,0.0,0.0
583,Nantucket,US,41.2835,-70.0995,44.6,57,1,8.05,clear sky,0.0,0.0
584,Jeremoabo,BR,-10.075,-38.4808,88.2,40,100,14.38,overcast clouds,0.0,0.0
